code,subject,class_level,parent_code,kind,name_en,name_hi,sort_order,default_learn_minutes,neet_relevant
CHE.11.ATOM.QMMODEL,chemistry,11,CHE.11.ATOM,topic,Quantum mechanical model of the atom and orbitals as wave functions,,4,45,true
CHE.11.ATOM.QNUMBERS,chemistry,11,CHE.11.ATOM,topic,"Quantum numbers, shapes of s, p and d orbitals and electron spin",,5,45,true
CHE.11.ATOM.CONFIG,chemistry,11,CHE.11.ATOM,topic,"Aufbau principle, Pauli exclusion, Hund's rule and electronic configurations",,6,45,true
CHE.11.BOND,chemistry,11,CHE.U03,chapter,Chemical Bonding and Molecular Structure,रासायनिक आबंधन तथा आण्विक संरचना,1,315,true
CHE.11.BOND.LEWIS,chemistry,11,CHE.11.BOND,topic,"Kossel-Lewis approach, ionic and covalent bonds",,1,45,true
CHE.11.BOND.IONIC,chemistry,11,CHE.11.BOND,topic,"Ionic bonding: formation, influencing factors and lattice enthalpy",,2,45,true
CHE.11.BOND.COVALENT,chemistry,11,CHE.11.BOND,topic,"Electronegativity, Fajans' rules and dipole moment",,3,45,true
CHE.11.BOND.VSEPR,chemistry,11,CHE.11.BOND,topic,VSEPR theory and shapes of simple molecules,,4,45,true
CHE.11.BOND.VBT,chemistry,11,CHE.11.BOND,topic,"Valence bond theory, hybridisation of s, p and d orbitals and resonance",,5,45,true
CHE.11.BOND.MOT,chemistry,11,CHE.11.BOND,topic,"Molecular orbital theory, homonuclear diatomics, bond order, length and energy",,6,45,true
CHE.11.BOND.HBOND,chemistry,11,CHE.11.BOND,topic,Metallic bonding and hydrogen bonding,,7,45,true
CHE.11.THERMO,chemistry,11,CHE.U04,chapter,Thermodynamics,ऊष्मागतिकी,1,225,true
CHE.11.THERMO.BASICS,chemistry,11,CHE.11.THERMO,topic,"System and surroundings, extensive and intensive properties, state functions, processes",,1,45,true
CHE.11.THERMO.FIRSTLAW,chemistry,11,CHE.11.THERMO,topic,"First law: work, heat, internal energy, enthalpy and heat capacities",,2,45,true
CHE.11.THERMO.HESS,chemistry,11,CHE.11.THERMO,topic,"Hess's law and enthalpies of bond dissociation, combustion, formation and others",,3,45,true
CHE.11.THERMO.SPONTAN,chemistry,11,CHE.11.THERMO,topic,"Second law: spontaneity, entropy of the universe and Gibbs energy",,4,45,true
CHE.11.THERMO.GIBBSK,chemistry,11,CHE.11.THERMO,topic,Standard Gibbs energy change and the equilibrium constant,,5,45,true
CHE.12.SOLN,chemistry,12,CHE.U05,chapter,Solutions,विलयन,1,180,true
CHE.12.SOLN.CONC,chemistry,12,CHE.12.SOLN,topic,"Concentration terms: molality, molarity, mole fraction and percentages",,1,45,true
CHE.12.SOLN.RAOULT,chemistry,12,CHE.12.SOLN,topic,"Vapour pressure of solutions, Raoult's law, ideal and non-ideal solutions",,2,45,true
CHE.12.SOLN.COLLIG,chemistry,12,CHE.12.SOLN,topic,Colligative properties of dilute solutions,,3,45,true
CHE.12.SOLN.MOLMASS,chemistry,12,CHE.12.SOLN,topic,"Molar mass from colligative properties, abnormal values and the van't Hoff factor",,4,45,true
CHE.11.EQUIL,chemistry,11,CHE.U06,chapter,Equilibrium,साम्यावस्था,1,315,true
CHE.11.EQUIL.DYNAMIC,chemistry,11,CHE.11.EQUIL,topic,Meaning of equilibrium and dynamic equilibrium,,1,45,true
CHE.11.EQUIL.PHYSICAL,chemistry,11,CHE.11.EQUIL,topic,Equilibria in physical processes and Henry's law,,2,45,true
CHE.11.EQUIL.CHEMICAL,chemistry,11,CHE.11.EQUIL,topic,"Law of chemical equilibrium, Kp and Kc and the role of Gibbs energy",,3,45,true
CHE.11.EQUIL.LECHAT,chemistry,11,CHE.11.EQUIL,topic,Factors affecting equilibrium and Le Chatelier's principle,,4,45,true
CHE.11.EQUIL.ACIDBASE,chemistry,11,CHE.11.EQUIL,topic,"Electrolytes, acid-base concepts and ionisation constants",,5,45,true
CHE.11.EQUIL.PH,chemistry,11,CHE.11.EQUIL,topic,"Ionisation of water, pH scale, common ion effect and hydrolysis of salts",,6,45,true
CHE.11.EQUIL.KSP,chemistry,11,CHE.11.EQUIL,topic,"Solubility of sparingly soluble salts, solubility product and buffer solutions",,7,45,true
CHE.11.REDOX,chemistry,11,CHE.U07,chapter,Redox Reactions,अपचयोपचय अभिक्रियाएँ,1,135,true
CHE.11.REDOX.CONCEPT,chemistry,11,CHE.11.REDOX,topic,Electronic concept of oxidation and reduction and redox reactions,,1,45,true
CHE.11.REDOX.OXNUM,chemistry,11,CHE.11.REDOX,topic,Oxidation number and the rules for assigning it,,2,45,true
CHE.11.REDOX.BALANCE,chemistry,11,CHE.11.REDOX,topic,Balancing of redox reactions,,3,45,true
CHE.12.ELECHEM,chemistry,12,CHE.U07,chapter,Electrochemistry,वैद्युतरसायन,2,225,true
CHE.12.ELECHEM.CONDUCT,chemistry,12,CHE.12.ELECHEM,topic,"Electrolytic and metallic conduction, conductance and molar conductivity",,1,45,true
CHE.12.ELECHEM.KOHLR,chemistry,12,CHE.12.ELECHEM,topic,Kohlrausch's law and its applications,,2,45,true
CHE.12.ELECHEM.CELLS,chemistry,12,CHE.12.ELECHEM,topic,"Electrolytic and galvanic cells, electrodes and electrode potentials",,3,45,true
CHE.12.ELECHEM.NERNST,chemistry,12,CHE.12.ELECHEM,topic,"EMF of a galvanic cell, Nernst equation and the relation to Gibbs energy",,4,45,true
CHE.12.ELECHEM.BATTERIES,chemistry,12,CHE.12.ELECHEM,topic,"Dry cell, lead accumulator and fuel cells",,5,45,true
CHE.12.KINET,chemistry,12,CHE.U08,chapter,Chemical Kinetics,रासायनिक बलगतिकी,1,270,true
CHE.12.KINET.RATE,chemistry,12,CHE.12.KINET,topic,Rate of a chemical reaction and the factors affecting it,,1,45,true
CHE.12.KINET.ORDER,chemistry,12,CHE.12.KINET,topic,"Elementary and complex reactions, order and molecularity",,2,45,true
CHE.12.KINET.RATELAW,chemistry,12,CHE.12.KINET,topic,"Rate law, rate constant and zero- and first-order reactions",,3,45,true
CHE.12.KINET.HALFLIFE,chemistry,12,CHE.12.KINET,topic,Integrated rate equations and half-lives,,4,45,true
CHE.12.KINET.ARRHEN,chemistry,12,CHE.12.KINET,topic,"Effect of temperature, Arrhenius equation and activation energy",,5,45,true
CHE.12.KINET.COLLISION,chemistry,12,CHE.12.KINET,topic,Collision theory of bimolecular gaseous reactions,,6,45,true
CHE.11.PERIOD,chemistry,11,CHE.U09,chapter,Classification of Elements and Periodicity in Properties,तत्वों का वर्गीकरण एवं गुणधर्मों में आवर्तिता,1,135,true
CHE.11.PERIOD.TABLE,chemistry,11,CHE.11.PERIOD,topic,"Modern periodic law, the present periodic table and s, p, d and f blocks",,1,45,true
CHE.11.PERIOD.TRENDS,chemistry,11,CHE.11.PERIOD,topic,"Periodic trends: atomic and ionic radii, ionisation and electron gain enthalpy",,2,45,true
CHE.11.PERIOD.VALENCE,chemistry,11,CHE.11.PERIOD,topic,"Trends in valence, oxidation states and chemical reactivity",,3,45,true
CHE.00.PBLOCK,chemistry,,CHE.U10,chapter,p-Block Elements,p-ब्लॉक तत्व,1,90,true
CHE.00.PBLOCK.CONFIG,chemistry,,CHE.00.PBLOCK,topic,Groups 13 to 18: electronic configuration and general trends across periods and groups,,1,45,true
CHE.00.PBLOCK.FIRSTEL,chemistry,,CHE.00.PBLOCK,topic,Unique behaviour of the first element in each group,,2,45,true
CHE.12.DFBLOCK,chemistry,12,CHE.U11,chapter,The d- and f-Block Elements,d- एवं f- ब्लॉक के तत्व,1,270,true
CHE.12.DFBLOCK.INTRO,chemistry,12,CHE.12.DFBLOCK,topic,"Transition elements: electronic configuration, occurrence and characteristics",,1,45,true
CHE.12.DFBLOCK.TRENDS,chemistry,12,CHE.12.DFBLOCK,topic,"Trends in the first-row transition series: ionisation enthalpy, oxidation states, radii, colour",,2,45,true
CHE.12.DFBLOCK.PROPS,chemistry,12,CHE.12.DFBLOCK,topic,"Catalytic behaviour, magnetic properties, complex, interstitial and alloy formation",,3,45,true
CHE.12.DFBLOCK.KMNO4,chemistry,12,CHE.12.DFBLOCK,topic,"Preparation, properties and uses of potassium dichromate and potassium permanganate",,4,45,true
CHE.12.DFBLOCK.LANTH,chemistry,12,CHE.12.DFBLOCK,topic,"Lanthanoids: electronic configuration, oxidation states and lanthanoid contraction",,5,45,true
CHE.12.DFBLOCK.ACTIN,chemistry,12,CHE.12.DFBLOCK,topic,Actinoids: electronic configuration and oxidation states,,6,45,true
CHE.12.COORD,chemistry,12,CHE.U12,chapter,Coordination Compounds,उपसहसंयोजन यौगिक,1,225,true
CHE.12.COORD.WERNER,chemistry,12,CHE.12.COORD,topic,"Werner's theory, ligands, coordination number, denticity and chelation",,1,45,true
CHE.12.COORD.NOMENCL,chemistry,12,CHE.12.COORD,topic,IUPAC nomenclature of mononuclear coordination compounds,,2,45,true
CHE.12.COORD.ISOMER,chemistry,12,CHE.12.COORD,topic,Isomerism in coordination compounds,,3,45,true
CHE.12.COORD.BONDING,chemistry,12,CHE.12.COORD,topic,"Valence bond approach, crystal field theory, colour and magnetic properties",,4,45,true
CHE.12.COORD.IMPORT,chemistry,12,CHE.12.COORD,topic,"Importance in qualitative analysis, extraction of metals and biological systems",,5,45,true
CHE.11.GOCTECH,chemistry,11,CHE.U13,chapter,Organic Chemistry: Purification and Analysis,कार्बनिक रसायन: शोधन और विश्लेषण,1,180,true
CHE.11.GOCTECH.PURIFY,chemistry,11,CHE.11.GOCTECH,topic,"Crystallisation, sublimation, distillation, differential extraction and chromatography",,1,45,true
CHE.11.GOCTECH.QUALIT,chemistry,11,CHE.11.GOCTECH,topic,"Qualitative analysis: detection of nitrogen, sulphur, phosphorus and halogens",,2,45,true
CHE.11.GOCTECH.QUANTIT,chemistry,11,CHE.11.GOCTECH,topic,"Quantitative analysis: estimation of carbon, hydrogen, nitrogen, halogens, sulphur, phosphorus",,3,45,true
CHE.11.GOCTECH.FORMULAE,chemistry,11,CHE.11.GOCTECH,topic,Empirical and molecular formulae from organic quantitative analysis,,4,45,true
CHE.11.GOC,chemistry,11,CHE.U14,chapter,Organic Chemistry: Some Basic Principles and Techniques,कार्बनिक रसायन: कुछ आधारभूत सिद्धांत तथा तकनीकें,1,315,true
CHE.11.GOC.TETRAVAL,chemistry,11,CHE.11.GOC,topic,"Tetravalency of carbon, hybridisation and shapes of simple molecules",,1,45,true
CHE.11.GOC.CLASSIF,chemistry,11,CHE.11.GOC,topic,Classification by functional group and homologous series,,2,45,true
CHE.11.GOC.ISOMER,chemistry,11,CHE.11.GOC,topic,Structural isomerism and stereoisomerism,,3,45,true
CHE.11.GOC.NOMENCL,chemistry,11,CHE.11.GOC,topic,Trivial and IUPAC nomenclature,,4,45,true
CHE.11.GOC.FISSION,chemistry,11,CHE.11.GOC,topic,"Covalent bond fission: free radicals, carbocations, carbanions, electrophiles, nucleophiles",,5,45,true
CHE.11.GOC.EFFECTS,chemistry,11,CHE.11.GOC,topic,"Inductive, electromeric, resonance and hyperconjugation effects",,6,45,true
CHE.11.GOC.REACTIONS,chemistry,11,CHE.11.GOC,topic,"Substitution, addition, elimination and rearrangement reactions",,7,45,true
CHE.11.HYDROC,chemistry,11,CHE.U15,chapter,Hydrocarbons,हाइड्रोकार्बन,1,270,true
CHE.11.HYDROC.GENERAL,chemistry,11,CHE.11.HYDROC,topic,"Classification, isomerism, nomenclature and general methods of preparation",,1,45,true
CHE.11.HYDROC.ALKANES,chemistry,11,CHE.11.HYDROC,topic,"Alkanes: sawhorse and Newman conformations, mechanism of halogenation",,2,45,true
CHE.11.HYDROC.ALKENES,chemistry,11,CHE.11.HYDROC,topic,"Alkenes: geometrical isomerism, electrophilic addition, ozonolysis and polymerisation",,3,45,true
CHE.11.HYDROC.ALKYNES,chemistry,11,CHE.11.HYDROC,topic,"Alkynes: acidic character, addition reactions and polymerisation",,4,45,true
CHE.11.HYDROC.AROMATIC,chemistry,11,CHE.11.HYDROC,topic,"Benzene: structure, aromaticity and electrophilic substitution",,5,45,true
CHE.11.HYDROC.DIRECTIVE,chemistry,11,CHE.11.HYDROC,topic,"Friedel-Crafts alkylation and acylation, directive influence of substituents",,6,45,true
CHE.12.HALO,chemistry,12,CHE.U16,chapter,Haloalkanes and Haloarenes,हैलोऐल्केन तथा हैलोऐरीन,1,135,true
CHE.12.HALO.GENERAL,chemistry,12,CHE.12.HALO,topic,"General preparation, properties and reactions; nature of the C-X bond",,1,45,true
CHE.12.HALO.MECHAN,chemistry,12,CHE.12.HALO,topic,Mechanisms of substitution reactions,,2,45,true
CHE.12.HALO.ENVIRON,chemistry,12,CHE.12.HALO,topic,"Uses and environmental effects of chloroform, iodoform, freons and DDT",,3,45,true
CHE.12.ALCPHE,chemistry,12,CHE.U17,chapter,"Alcohols, Phenols and Ethers","ऐल्कोहॉल, फ़ीनॉल एवं ईथर",1,135,true
CHE.12.ALCPHE.ALCOHOLS,chemistry,12,CHE.12.ALCPHE,topic,"Alcohols: preparation, properties, identification of primary to tertiary, dehydration mechanism",,1,45,true
CHE.12.ALCPHE.PHENOLS,chemistry,12,CHE.12.ALCPHE,topic,"Phenols: acidic nature, electrophilic substitution and the Reimer-Tiemann reaction",,2,45,true
CHE.12.ALCPHE.ETHERS,chemistry,12,CHE.12.ALCPHE,topic,"Ethers: structure, preparation and properties",,3,45,true
CHE.12.CARBONYL,chemistry,12,CHE.U17,chapter,"Aldehydes, Ketones and Carboxylic Acids","ऐल्डिहाइड, कीटोन एवं कार्बोक्सिलिक अम्ल",2,270,true
CHE.12.CARBONYL.CARBONYL,chemistry,12,CHE.12.CARBONYL,topic,Nature of the carbonyl group and relative reactivities of aldehydes and ketones,,1,45,true
CHE.12.CARBONYL.NUCADD,chemistry,12,CHE.12.CARBONYL,topic,"Nucleophilic addition: HCN, ammonia and its derivatives, Grignard reagent",,2,45,true
CHE.12.CARBONYL.REDOX,chemistry,12,CHE.12.CARBONYL,topic,Oxidation and reduction including Wolff-Kishner and Clemmensen,,3,45,true
CHE.12.CARBONYL.ALPHAH,chemistry,12,CHE.12.CARBONYL,topic,"Acidity of alpha-hydrogen, aldol condensation, Cannizzaro and haloform reactions",,4,45,true
CHE.12.CARBONYL.TESTS,chemistry,12,CHE.12.CARBONYL,topic,Chemical tests to distinguish aldehydes and ketones,,5,45,true
CHE.12.CARBONYL.ACIDS,chemistry,12,CHE.12.CARBONYL,topic,Carboxylic acids: acidic strength and the factors affecting it,,6,45,true
CHE.12.AMINES,chemistry,12,CHE.U18,chapter,Amines,ऐमीन,1,135,true
CHE.12.AMINES.AMINES,chemistry,12,CHE.12.AMINES,topic,"Amines: nomenclature, classification, structure and preparation",,1,45,true
CHE.12.AMINES.BASIC,chemistry,12,CHE.12.AMINES,topic,"Basic character and identification of primary, secondary and tertiary amines",,2,45,true
CHE.12.AMINES.DIAZON,chemistry,12,CHE.12.AMINES,topic,Diazonium salts and their importance in synthesis,,3,45,true
CHE.12.BIOMOL,chemistry,12,CHE.U19,chapter,Biomolecules,जैव-अणु,1,270,true
CHE.12.BIOMOL.CARBS,chemistry,12,CHE.12.BIOMOL,topic,"Carbohydrates: classification, monosaccharides and oligosaccharides",,1,45,true
CHE.12.BIOMOL.PROTEINS,chemistry,12,CHE.12.BIOMOL,topic,"Amino acids, peptide bond, protein structure and denaturation",,2,45,true
CHE.12.BIOMOL.ENZYMES,chemistry,12,CHE.12.BIOMOL,topic,Enzymes,,3,45,true
CHE.12.BIOMOL.VITAMINS,chemistry,12,CHE.12.BIOMOL,topic,Vitamins: classification and functions,,4,45,true
CHE.12.BIOMOL.NUCLEIC,chemistry,12,CHE.12.BIOMOL,topic,Nucleic acids: chemical constitution and biological functions of DNA and RNA,,5,45,true
CHE.12.BIOMOL.HORMONES,chemistry,12,CHE.12.BIOMOL,topic,Hormones: general introduction,,6,45,true
CHE.00.PRACTICAL,chemistry,,CHE.U20,chapter,Principles Related to Practical Chemistry,प्रायोगिक रसायन से संबंधित सिद्धांत,1,315,true
CHE.00.PRACTICAL.ELEMENTS,chemistry,,CHE.00.PRACTICAL,topic,"Detection of nitrogen, sulphur and halogens in organic compounds",,1,45,true
CHE.00.PRACTICAL.FUNCGRP,chemistry,,CHE.00.PRACTICAL,topic,"Detection of hydroxyl, carbonyl, carboxyl and amino groups",,2,45,true
CHE.00.PRACTICAL.INORGPREP,chemistry,,CHE.00.PRACTICAL,topic,Preparation of Mohr's salt and potash alum,,3,45,true
CHE.00.PRACTICAL.ORGPREP,chemistry,,CHE.00.PRACTICAL,topic,"Preparation of acetanilide, p-nitroacetanilide, aniline yellow and iodoform",,4,45,true
CHE.00.PRACTICAL.TITRATION,chemistry,,CHE.00.PRACTICAL,topic,"Titrimetric exercises: indicators, oxalic acid and Mohr's salt against permanganate",,5,45,true
CHE.00.PRACTICAL.SALTANAL,chemistry,,CHE.00.PRACTICAL,topic,Qualitative salt analysis: cations and anions,,6,45,true
CHE.00.PRACTICAL.EXPERIM,chemistry,,CHE.00.PRACTICAL,topic,"Enthalpy of solution and neutralisation, sols, iodide and hydrogen peroxide kinetics",,7,45,true
BOT.11.LIVING,botany,11,BOT.U01,chapter,The Living World,जीव जगत,1,135,true
BOT.11.LIVING.LIVING,botany,11,BOT.11.LIVING,topic,What is living; biodiversity and the need for classification,,1,45,true
BOT.11.LIVING.TAXONOMY,botany,11,BOT.11.LIVING,topic,"Taxonomy and systematics, concept of species and the taxonomical hierarchy",,2,45,true
BOT.11.LIVING.NOMENCL,botany,11,BOT.11.LIVING,topic,Binomial nomenclature,,3,45,true
BOT.11.CLASSIF,botany,11,BOT.U01,chapter,Biological Classification,जीव जगत का वर्गीकरण,2,225,true
BOT.11.CLASSIF.FIVEKING,botany,11,BOT.11.CLASSIF,topic,Five kingdom classification,,1,45,true
BOT.11.CLASSIF.MONERA,botany,11,BOT.11.CLASSIF,topic,Monera: salient features and classification,,2,45,true
BOT.11.CLASSIF.PROTISTA,botany,11,BOT.11.CLASSIF,topic,Protista: salient features and classification,,3,45,true
BOT.11.CLASSIF.FUNGI,botany,11,BOT.11.CLASSIF,topic,Fungi and lichens,,4,45,true
BOT.11.CLASSIF.VIRUSES,botany,11,BOT.11.CLASSIF,topic,Viruses and viroids,,5,45,true
BOT.11.PLANTK,botany,11,BOT.U01,chapter,Plant Kingdom,वनस्पति जगत,3,180,true
BOT.11.PLANTK.ALGAE,botany,11,BOT.11.PLANTK,topic,Algae,,1,45,true
BOT.11.PLANTK.BRYO,botany,11,BOT.11.PLANTK,topic,Bryophytes,,2,45,true
BOT.11.PLANTK.PTERIDO,botany,11,BOT.11.PLANTK,topic,Pteridophytes,,3,45,true
BOT.11.PLANTK.GYMNO,botany,11,BOT.11.PLANTK,topic,Gymnosperms,,4,45,true
ZOO.11.ANIMALK,zoology,11,ZOO.U01,chapter,Animal Kingdom,प्राणि जगत,1,135,true
ZOO.11.ANIMALK.BASIS,zoology,11,ZOO.11.ANIMALK,topic,Basis of classification of animals,,1,45,true
ZOO.11.ANIMALK.NONCHORD,zoology,11,ZOO.11.ANIMALK,topic,Non-chordates up to the phylum level,,2,45,true
ZOO.11.ANIMALK.CHORD,zoology,11,ZOO.11.ANIMALK,topic,Chordates up to the class level,,3,45,true
BOT.11.MORPH,botany,11,BOT.U02,chapter,Morphology of Flowering Plants,पुष्पी पादपों की आकारिकी,1,225,true
BOT.11.MORPH.ROOTSTEM,botany,11,BOT.11.MORPH,topic,Root and stem: morphology and modifications,,1,45,true
BOT.11.MORPH.LEAF,botany,11,BOT.11.MORPH,topic,Leaf: morphology and modifications,,2,45,true
BOT.11.MORPH.INFLOR,botany,11,BOT.11.MORPH,topic,Inflorescence: racemose and cymose,,3,45,true
BOT.11.MORPH.FLOWER,botany,11,BOT.11.MORPH,topic,"Flower, fruit and seed",,4,45,true
BOT.11.MORPH.FAMILIES,botany,11,BOT.11.MORPH,topic,"Families: Malvaceae, Cruciferae, Leguminosae, Compositae and Gramineae",,5,45,true
BOT.11.ANAT,botany,11,BOT.U02,chapter,Anatomy of Flowering Plants,पुष्पी पादपों का शारीर,2,90,true
BOT.11.ANAT.TISSUES,botany,11,BOT.11.ANAT,topic,Plant tissues and tissue systems,,1,45,true
BOT.11.ANAT.ANATOMY,botany,11,BOT.11.ANAT,topic,"Anatomy of root, stem and leaf in dicots and monocots",,2,45,true
ZOO.11.STRUCTANI,zoology,11,ZOO.U02,chapter,Structural Organisation in Animals,प्राणियों में संरचनात्मक संगठन,1,90,true
ZOO.11.STRUCTANI.TISSUES,zoology,11,ZOO.11.STRUCTANI,topic,Animal tissues,,1,45,true
ZOO.11.STRUCTANI.FROG,zoology,11,ZOO.11.STRUCTANI,topic,"Frog: morphology and the digestive, circulatory, respiratory, nervous and reproductive systems",,2,45,true
BOT.11.CELL,botany,11,BOT.U03,chapter,Cell: The Unit of Life,कोशिका: जीवन की इकाई,1,270,true
BOT.11.CELL.THEORY,botany,11,BOT.11.CELL,topic,"Cell theory, prokaryotic and eukaryotic cells, plant and animal cells",,1,45,true
BOT.11.CELL.ENVELOPE,botany,11,BOT.11.CELL,topic,"Cell envelope, cell membrane and cell wall",,2,45,true
BOT.11.CELL.ENDOMEMB,botany,11,BOT.11.CELL,topic,"Endomembrane system: endoplasmic reticulum, Golgi bodies, lysosomes and vacuoles",,3,45,true
BOT.11.CELL.ORGANELL,botany,11,BOT.11.CELL,topic,"Mitochondria, ribosomes, plastids and microbodies",,4,45,true
BOT.11.CELL.CYTOSKEL,botany,11,BOT.11.CELL,topic,"Cytoskeleton, cilia, flagella and centrioles",,5,45,true
BOT.11.CELL.NUCLEUS,botany,11,BOT.11.CELL,topic,"Nucleus: nuclear membrane, chromatin and nucleolus",,6,45,true
BOT.11.BIOMOL,botany,11,BOT.U03,chapter,Biomolecules,जैव अणु,2,135,true
BOT.11.BIOMOL.CONSTIT,botany,11,BOT.11.BIOMOL,topic,Chemical constituents of living cells,,1,45,true
BOT.11.BIOMOL.MACROMOL,botany,11,BOT.11.BIOMOL,topic,"Proteins, carbohydrates, lipids and nucleic acids: structure and function",,2,45,true
BOT.11.BIOMOL.ENZYMES,botany,11,BOT.11.BIOMOL,topic,"Enzymes: types, properties, action, classification and nomenclature",,3,45,true
BOT.11.CELLCYC,botany,11,BOT.U03,chapter,Cell Cycle and Cell Division,कोशिका चक्र और कोशिका विभाजन,3,135,true
BOT.11.CELLCYC.CYCLE,botany,11,BOT.11.CELLCYC,topic,Cell cycle,,1,45,true
BOT.11.CELLCYC.MITOSIS,botany,11,BOT.11.CELLCYC,topic,Mitosis and its significance,,2,45,true
BOT.11.CELLCYC.MEIOSIS,botany,11,BOT.11.CELLCYC,topic,Meiosis and its significance,,3,45,true
BOT.11.PHOTOSYN,botany,11,BOT.U04,chapter,Photosynthesis in Higher Plants,उच्च पादपों में प्रकाश संश्लेषण,1,180,true
BOT.11.PHOTOSYN.SITE,botany,11,BOT.11.PHOTOSYN,topic,"Photosynthesis as autotrophic nutrition, its site and pigments",,1,45,true
BOT.11.PHOTOSYN.LIGHT,botany,11,BOT.11.PHOTOSYN,topic,"Photochemical phase: cyclic and non-cyclic photophosphorylation, chemiosmosis",,2,45,true
BOT.11.PHOTOSYN.DARK,botany,11,BOT.11.PHOTOSYN,topic,Biosynthetic phase: C3 and C4 pathways and photorespiration,,3,45,true
BOT.11.PHOTOSYN.FACTORS,botany,11,BOT.11.PHOTOSYN,topic,Factors affecting photosynthesis,,4,45,true
BOT.11.RESP,botany,11,BOT.U04,chapter,Respiration in Plants,पादप में श्वसन,2,135,true
BOT.11.RESP.GLYCOL,botany,11,BOT.11.RESP,topic,"Exchange of gases, glycolysis and fermentation",,1,45,true
BOT.11.RESP.TCA,botany,11,BOT.11.RESP,topic,TCA cycle and the electron transport system,,2,45,true
BOT.11.RESP.ATP,botany,11,BOT.11.RESP,topic,"Energy relations: ATP yield, amphibolic pathways and respiratory quotient",,3,45,true
BOT.11.GROWTH,botany,11,BOT.U04,chapter,Plant Growth and Development,पादप वृद्धि एवं परिवर्धन,3,135,true
BOT.11.GROWTH.PHASES,botany,11,BOT.11.GROWTH,topic,"Seed germination, phases of growth, growth rate and conditions of growth",,1,45,true
BOT.11.GROWTH.DIFFER,botany,11,BOT.11.GROWTH,topic,"Differentiation, dedifferentiation and redifferentiation; developmental sequence",,2,45,true
BOT.11.GROWTH.REGUL,botany,11,BOT.11.GROWTH,topic,"Growth regulators: auxin, gibberellin, cytokinin, ethylene and ABA",,3,45,true
ZOO.11.BREATH,zoology,11,ZOO.U05,chapter,Breathing and Exchange of Gases,श्वसन और गैसों का विनिमय,1,180,true
ZOO.11.BREATH.SYSTEM,zoology,11,ZOO.11.BREATH,topic,Respiratory organs in animals and the human respiratory system,,1,45,true
ZOO.11.BREATH.MECHAN,zoology,11,ZOO.11.BREATH,topic,"Mechanism of breathing, its regulation and respiratory volumes",,2,45,true
ZOO.11.BREATH.EXCHANGE,zoology,11,ZOO.11.BREATH,topic,Exchange and transport of gases,,3,45,true
ZOO.11.BREATH.DISORDER,zoology,11,ZOO.11.BREATH,topic,"Disorders: asthma, emphysema and occupational respiratory disorders",,4,45,true
ZOO.11.CIRC,zoology,11,ZOO.U05,chapter,Body Fluids and Circulation,शरीर द्रव तथा परिसंचरण,2,270,true
ZOO.11.CIRC.BLOOD,zoology,11,ZOO.11.CIRC,topic,"Composition of blood, blood groups and coagulation",,1,45,true
ZOO.11.CIRC.LYMPH,zoology,11,ZOO.11.CIRC,topic,Composition and function of lymph,,2,45,true
ZOO.11.CIRC.HEART,zoology,11,ZOO.11.CIRC,topic,"Human heart, blood vessels and double circulation",,3,45,true
ZOO.11.CIRC.CYCLE,zoology,11,ZOO.11.CIRC,topic,"Cardiac cycle, cardiac output and ECG",,4,45,true
ZOO.11.CIRC.REGUL,zoology,11,ZOO.11.CIRC,topic,Regulation of cardiac activity,,5,45,true
ZOO.11.CIRC.DISORDER,zoology,11,ZOO.11.CIRC,topic,"Disorders: hypertension, coronary artery disease, angina pectoris, heart failure",,6,45,true
ZOO.11.EXCRET,zoology,11,ZOO.U05,chapter,Excretory Products and their Elimination,उत्सर्जी उत्पाद एवं उनका निष्कासन,3,270,true
ZOO.11.EXCRET.MODES,zoology,11,ZOO.11.EXCRET,topic,"Modes of excretion: ammonotelism, ureotelism and uricotelism",,1,45,true
ZOO.11.EXCRET.SYSTEM,zoology,11,ZOO.11.EXCRET,topic,Human excretory system: structure and function,,2,45,true
ZOO.11.EXCRET.URINE,zoology,11,ZOO.11.EXCRET,topic,Urine formation and osmoregulation,,3,45,true
ZOO.11.EXCRET.REGUL,zoology,11,ZOO.11.EXCRET,topic,"Regulation of kidney function: renin-angiotensin, ANF, ADH and diabetes insipidus",,4,45,true
ZOO.11.EXCRET.OTHERS,zoology,11,ZOO.11.EXCRET,topic,Role of other organs in excretion,,5,45,true
ZOO.11.EXCRET.DISORDER,zoology,11,ZOO.11.EXCRET,topic,"Disorders: uraemia, renal failure, renal calculi, nephritis; dialysis and artificial kidney",,6,45,true
ZOO.11.LOCOMOT,zoology,11,ZOO.U05,chapter,Locomotion and Movement,गमन एवं संचलन,4,180,true
ZOO.11.LOCOMOT.MOVEMENT,zoology,11,ZOO.11.LOCOMOT,topic,"Types of movement: ciliary, flagellar and muscular",,1,45,true
ZOO.11.LOCOMOT.MUSCLE,zoology,11,ZOO.11.LOCOMOT,topic,Skeletal muscle: contractile proteins and muscle contraction,,2,45,true
ZOO.11.LOCOMOT.SKELETON,zoology,11,ZOO.11.LOCOMOT,topic,"Skeletal system, its functions and joints",,3,45,true
ZOO.11.LOCOMOT.DISORDER,zoology,11,ZOO.11.LOCOMOT,topic,"Disorders: myasthenia gravis, tetany, muscular dystrophy, arthritis, osteoporosis, gout",,4,45,true
